TXNAME	GENEID	R2_HCC827.bam	R3_HCC827.bam	R1_HCC827.bam	R3_H1975.bam	R1_H1975.bam	R2_H1975.bam
ENST00000532969	ENSG00000171067	0	0	0	4.00374	7	9.00412
ENST00000532971	ENSG00000214756	233.72488	220.44558	259.08162	194.69906	153.72607	179.80261
ENST00000532972	ENSG00000118363	10.03287	10.02671	12.03949	12.05826	10.04796	15.05344
ENST00000532976	ENSG00000155085	35.73097	28.5502	49.00586	10.93613	10.83845	21.64953
ENST00000532978	ENSG00000111907	0	0	0	1	0	2
ENST00000532985	ENSG00000166105	0	0	1	1	0	0
ENST00000532986	ENSG00000254772	1.00137	5.00574	0.00009	2.00198	6.01129	2.00261
ENST00000532987	ENSG00000164296	0	5	6	9	16	12
ENST00000532993	ENSG00000196914	0.00001	35.06646	52.26895	126.58613	66.0758	112.45794
ENST00000532997	ENSG00000176697	0	0	0	3.01299	0	0
ENST00000532998	ENSG00000179029	28.14431	7.21485	12.08415	16.17386	7.36009	7.80222
ENST00000533000	ENSG00000162191	5.00515	0	2.00245	0	0	0
ENST00000533001	ENSG00000137812	9.72947	14.73819	0	0	0	3.05699
ENST00000533002	ENSG00000254670	0	0.39094	1.18505	0	0	3.42219
ENST00000533003	ENSG00000230716	0	2	2	0	0	0
ENST00000533004	ENSG00000203499	71	72	87	112	133	118
ENST00000533005	ENSG00000110719	0	1.07635	0.00002	0	0.00001	4.46355
ENST00000533010	ENSG00000233024	1	1	0	0	1	0
ENST00000533011	ENSG00000254505	3.03322	0	3.0232	0	1.01502	0
ENST00000533012	ENSG00000196655	40.73369	54.59616	64.5483	59.07006	45.00214	66.93498
ENST00000533017	ENSG00000168061	4.0116	4.16283	6	5	4	9
ENST00000533020	ENSG00000166444	29.78135	3.0507	16.47988	8.07087	20.54544	9.11702
ENST00000533022	ENSG00000172243	0	0	0	3	1	4.26667
ENST00000533024	ENSG00000174151	0	0	1	0	2	0
ENST00000533028	ENSG00000117620	219.54427	158.12246	189.31391	176.14644	176.00227	147.57989
ENST00000533030	ENSG00000066336	0	0	0	0	0.16667	0
ENST00000533031	ENSG00000181135	0	0	1.57137	6.22085	4.58027	7.34655
ENST00000533035	ENSG00000172732	0	0	0.00001	0	0	0
ENST00000533036	ENSG00000005801	0	0	0	0	0	3.46212
ENST00000533037	ENSG00000172500	81.8739	103.89357	101.83728	114.11116	113.71464	123.16682
ENST00000533043	ENSG00000255213	1	0	1	0	0	0
ENST00000533044	ENSG00000178719	2	1	1	2	2	3
ENST00000533045	ENSG00000172500	1.00481	1.00798	0	1.00646	0	2.01644
ENST00000533046	ENSG00000254508	0	0	0	0	0.99162	1
ENST00000533050	ENSG00000197798	0	40.94581	100.0358	7.47384	0	0
ENST00000533051	ENSG00000134802	0	0	1.00522	0	0	0
ENST00000533056	ENSG00000177830	0	0	0	0	0	1.00074
ENST00000533058	ENSG00000196655	5.0494	4.0195	1.00968	0	1.00723	2.01549
ENST00000533059	ENSG00000177830	0	0	0	1.01342	0	1
ENST00000533061	ENSG00000128284	0	0	2.81244	0	0	0
ENST00000533062	ENSG00000110172	0	0	0	1.00728	0	0
ENST00000533063	ENSG00000104518	1.70285	0	0	0	0	0
ENST00000533064	ENSG00000110171	11.58417	0.62224	4.3795	4.63402	2.3824	2.35246
ENST00000533065	ENSG00000147642	0	0	2.47201	12.5377	6.80959	4.19122
ENST00000533070	ENSG00000179029	0	13.18197	8.33604	4.23379	3.28043	5.26076
ENST00000533072	ENSG00000052841	8.08744	0	26.96454	0	27.82566	0
ENST00000533076	ENSG00000165915	15	9.27352	8.35825	32.73456	29.72267	30.29979
ENST00000533077	ENSG00000173020	0	0	0	3	0	2
ENST00000533079	ENSG00000014216	6.00207	3.0022	7	0	4	1.00107
ENST00000533084	ENSG00000160058	0	1	1	0	0	1.21722
ENST00000533085	ENSG00000226982	0	0	0	0	1	0
ENST00000533086	ENSG00000105135	28.6484	10.04016	12.57016	3.60592	9.08619	7.59477
ENST00000533087	ENSG00000117682	1.02056	0	0	0	0	0
ENST00000533088	ENSG00000160972	0	1	2	2	0	1
ENST00000533089	ENSG00000069702	0	0	0.08333	5.23835	1.986	0
ENST00000533090	ENSG00000149084	0	0	0	1.01592	0	0
ENST00000533097	ENSG00000008517	0	1.15993	0	1.27944	0	1.08036
ENST00000533099	ENSG00000185946	3.21578	1.03868	7.47697	4.18829	4.31238	10.48889
ENST00000533102	ENSG00000149582	12.97917	18.90625	15.11243	18.88272	33.08814	16.98886
ENST00000533107	ENSG00000130270	2	0	2	21.00894	55.16903	18.54683
ENST00000533112	ENSG00000196535	0	0	2.62882	0	0	0
ENST00000533113	ENSG00000255533	0	0	0	0	0	1
ENST00000533115	ENSG00000173465	3.52383	3.33287	6.43406	0	0	0
ENST00000533119	ENSG00000116171	1.00093	3.00805	1.00129	1.00147	16.01046	2
ENST00000533120	ENSG00000204839	1.05817	1.01533	0	0	0	0
ENST00000533123	ENSG00000166311	0	0.00001	5.2933	0	0	0
ENST00000533124	ENSG00000149179	0	0	0	0	0.00002	1.01239
ENST00000533129	ENSG00000014216	3.14384	8.42694	4.22864	3.22712	1.08316	2.15939
ENST00000533131	ENSG00000176697	5.27721	0	3.36603	0	0	0
ENST00000533133	ENSG00000042429	0	0	0	0	2.09623	0
ENST00000533138	ENSG00000167996	7.00336	16.00857	15.00299	31.00672	21.01049	20.00627
ENST00000533141	ENSG00000185201	1	0	1.00221	3.00108	12.00543	6.00166
ENST00000533146	ENSG00000245849	0	3	0	4	3	5
ENST00000533148	ENSG00000105135	0	0	0	1	0	0
ENST00000533149	ENSG00000196655	1.39564	1.19801	3.62129	3.51038	4.50802	1.13882
ENST00000533150	ENSG00000197165	8.01288	3.06531	0	0.05538	1.21967	3.38262
ENST00000533153	ENSG00000110274	0	0	0	0	0	1.00225
ENST00000533157	ENSG00000109536	0.00003	0	0	0	0	0
ENST00000533161	ENSG00000140988	65.7385	94.02152	103.77001	208.07187	194.67556	211.52896
ENST00000533162	ENSG00000179950	2.05945	0	0	2.06872	0	3.37635
ENST00000533164	ENSG00000064703	0	0	1.63071	1.54492	0	0
ENST00000533166	ENSG00000175334	858.46689	1106.43134	1237.7447	126.15161	139.2942	125.12945
ENST00000533167	ENSG00000291092	0	0	0	0	0	0.00992
ENST00000533172	ENSG00000167283	9.46819	15.0377	11.02587	23.04195	13.88241	18.02833
ENST00000533173	ENSG00000187954	78	37	64	39	30.29807	32.50278
ENST00000533174	ENSG00000131781	0	0	0	0	0.81949	0
ENST00000533177	ENSG00000108312	0	0	0	0	0	1.78938
ENST00000533179	ENSG00000234899	1.26012	2.74565	3	0	0	0
ENST00000533181	ENSG00000284969	0	0	1	0	0	1
ENST00000533182	ENSG00000185507	1.07709	1.92022	0	0	0	1.05652
ENST00000533186	ENSG00000140988	16.37974	11.68147	13.33947	8.9493	2.48905	4.60103
ENST00000533192	ENSG00000014138	0	0	0	0	0	3.13079
ENST00000533193	ENSG00000087884	8.16282	11.37118	11.5596	14.31534	36.76471	8.17484
ENST00000533194	ENSG00000163468	0	1.00423	3.01602	0	1.00615	0
ENST00000533205	ENSG00000186907	0	0	1	0	0	1
ENST00000533210	ENSG00000204839	539.98249	166.5568	261.80921	27.79786	22.86176	30
ENST00000533211	ENSG00000173898	136.51642	87.35952	124.5178	107.80764	109.45128	135.20273
ENST00000533213	ENSG00000099204	110.21506	0.00001	22.28527	204.64528	40.23032	49.75065
ENST00000533214	ENSG00000120451	0	2.08101	0	2.01349	0	0
ENST00000533220	ENSG00000245571	0	0	0	0	1	0
ENST00000533221	ENSG00000196150	1	3	4.45436	2	0	2.22796
ENST00000533222	ENSG00000026508	0	0	0	0	0	1.37594
ENST00000533223	ENSG00000110274	0	2.02715	0	2.65786	2.05872	2.0248
ENST00000533228	ENSG00000074266	0	0	0	0	0.5	0
ENST00000533238	ENSG00000109971	0	1.00281	0	0	0	0
ENST00000533239	ENSG00000110367	0	0	0	1.45618	0	0
ENST00000533242	ENSG00000129559	6	22	25	48	65	44.00564
ENST00000533243	ENSG00000149182	8.4146	1.0208	7.23102	2.04261	0	4.1135
ENST00000533244	ENSG00000173992	1878.46435	1608.8267	1377.69593	2603.52883	2609.2568	2713.10883
ENST00000533246	ENSG00000176697	3.81165	4.05556	0	3.01299	8.96	6.75708
ENST00000533249	ENSG00000184363	0.00002	0.00001	0	6.30442	22.09426	0
ENST00000533253	ENSG00000254854	0	0.33333	0	1.23496	0	0
ENST00000533265	ENSG00000204381	0	5.63816	0	6.67098	10.59698	7.36934
ENST00000533266	ENSG00000235173	24.68668	0.00001	0	18.6844	0	0
ENST00000533277	ENSG00000173653	11.57378	7.65484	15.83368	14.43355	6.74291	11.07722
ENST00000533283	ENSG00000110492	12.03048	24.04123	21.04647	29	22.03403	33.05123
ENST00000533288	ENSG00000293412	4.58016	6.5	0	0.5	2.5	3
ENST00000533290	ENSG00000123444	3.71126	1.70926	0	1.90707	3.48022	1.92017
ENST00000533291	ENSG00000149403	0.13333	0	0	0	1	0
ENST00000533293	ENSG00000213906	2	0	0	0	2.5	0
ENST00000533297	ENSG00000150768	0	0	0	3.05254	5.22093	1.04658
ENST00000533299	ENSG00000136153	0	0	2	0	0	1
ENST00000533300	ENSG00000246528	3	10	4	1	4	4
ENST00000533301	ENSG00000077782	0	0	0	0	0	1
ENST00000533308	ENSG00000110442	0	0	0	0	0	2.01042
ENST00000533309	ENSG00000110171	19.79189	4.86967	3.76267	6.38514	2.00716	0
ENST00000533310	ENSG00000171067	1.10186	0	3.60403	19.75193	15.8661	25.10142
ENST00000533312	ENSG00000162894	0	0.73562	0.03744	0	0	0
ENST00000533313	ENSG00000184571	0	0.25	0	0	0	0
ENST00000533314	ENSG00000147789	0	0	0	0	0	3.87085
ENST00000533317	ENSG00000158813	0	12.70841	7.54633	11.25	1.99434	1.79198
ENST00000533318	ENSG00000120451	0	0	2.08596	0	0	2.31819
ENST00000533321	ENSG00000211450	5.01437	3.00715	10.01101	6.00878	14.00701	4.01058
ENST00000533328	ENSG00000129158	0	0	0	2	0	0
ENST00000533334	ENSG00000105397	0	0	3.3786	0	0	0
ENST00000533338	ENSG00000168172	0	0	0	0	1	0
ENST00000533339	ENSG00000243710	0	0	0.5	1	0	0
ENST00000533342	ENSG00000137494	4.23403	3.41116	5.46352	62.02751	75.92037	60.79186
ENST00000533343	ENSG00000167323	19.99028	9.26856	17.72844	10.18134	2.0862	5.04272
ENST00000533345	ENSG00000197702	0	0	2.00529	0	0	0
ENST00000533348	ENSG00000104518	0	0	0	0	1.00148	0
ENST00000533349	ENSG00000167325	23.38596	8.45543	11.61132	44.88396	11.27833	40.08128
ENST00000533351	ENSG00000143442	3	0	0	0	0	6
ENST00000533357	ENSG00000158887	1.40521	0	0	8.96017	6.5	2.93281
ENST00000533362	ENSG00000179950	0	0	0	0	1.03443	0
ENST00000533364	ENSG00000173442	0	0	0	0	2	0
ENST00000533365	ENSG00000124942	0	0	0	1.00077	0	0
ENST00000533368	ENSG00000168522	0	0	0.99999	1	1.04128	0
ENST00000533371	ENSG00000166340	1272.5369	1028.81911	1109.0348	1989.72702	3761.8391	564.6441
ENST00000533372	ENSG00000135436	0	1	0	1.2	0	0
ENST00000533373	ENSG00000198860	16.2528	21.75941	22.09497	46.53922	48.84047	61.93519
ENST00000533379	ENSG00000132286	115.98974	152.56533	207.71971	241.68305	225.62084	272.66496
ENST00000533383	ENSG00000168522	3.00787	14.3191	7.26011	41.12017	32.04856	39.65068
ENST00000533394	ENSG00000147642	0	0	1	0	0	0
ENST00000533397	ENSG00000161016	25.14282	38.39047	25.3308	18.12731	41.05897	32.57836
ENST00000533400	ENSG00000137752	2.0644	1.69276	3.15782	24.50744	12.40912	17.52793
ENST00000533402	ENSG00000159176	508.53234	1.36262	4.19446	1.61125	2.07533	17.91397
ENST00000533403	ENSG00000085063	0	1.03121	1.04589	13.53193	9.22744	9.76535
ENST00000533405	ENSG00000255046	5	0.5	0	11.5	1.00129	27.67175
ENST00000533414	ENSG00000133640	0	0	0	0	0	3
ENST00000533415	ENSG00000004897	0	2.15591	2.27126	10.75265	10.67243	10.5694
ENST00000533416	ENSG00000109943	0	0	0	3.2176	0	0
ENST00000533418	ENSG00000010361	9.61372	9.91064	3.71207	1.87164	5.83197	7.19868
ENST00000533419	ENSG00000149798	1	1.79579	2.01284	0	1.00247	2
ENST00000533420	ENSG00000196535	0	0	0	0	1	0
ENST00000533424	ENSG00000110057	0	0	0	0	0	1
ENST00000533429	ENSG00000175482	346.5684	219.40623	259.49618	674.33809	764.72977	697.88715
ENST00000533430	ENSG00000174483	0	0	0	1.02426	0	0
ENST00000533432	ENSG00000159176	0	1.00165	0	0	0	0
ENST00000533433	ENSG00000110274	0	0	4.05786	0	0	0
ENST00000533434	ENSG00000254842	0	0	0	24.29655	52.02712	28.8858
ENST00000533438	ENSG00000175505	39.51148	23	14.04861	31.17878	34.16979	55.11815
ENST00000533444	ENSG00000179091	789.73083	205.9995	462.78494	565.03286	952.96027	53.65338
ENST00000533449	ENSG00000149257	1.0158	2.01402	5.02637	5.03285	6.01952	11.5014
ENST00000533451	ENSG00000154127	0	0	1	0	0	1
ENST00000533453	ENSG00000164465	11.24027	0	1.84122	8.52204	0	0
ENST00000533454	ENSG00000198382	0	0	0	0	0	1
ENST00000533455	ENSG00000164733	0	0	0	2.28171	0	0
ENST00000533457	ENSG00000152219	0	1	0	1	0	1
ENST00000533461	ENSG00000143442	0	0	0	1	0	1.00353
ENST00000533471	ENSG00000166444	2	0	0	0	0	0
ENST00000533472	ENSG00000182993	0	6	1	3	2	0
ENST00000533473	ENSG00000255423	1	2	5	2	0	0
ENST00000533475	ENSG00000109846	0	0	0	0.16667	0	0
ENST00000533476	ENSG00000162191	0	4.14767	3.21671	29.93298	0	0
ENST00000533478	ENSG00000166473	16.55347	18.97297	14.09248	26.76221	38.42694	26.55951
ENST00000533481	ENSG00000203288	3	3.92682	5	3.59482	4.17058	0
ENST00000533482	ENSG00000113522	219.59464	303.53453	312.40159	88.97594	245.1594	4.0859
ENST00000533485	ENSG00000110321	0	0	0	0	0.74745	0
ENST00000533486	ENSG00000137502	12.43385	6.12033	0	24.62546	12.47547	14.79245
ENST00000533488	ENSG00000197302	1	1	0	0	0	1.01391
ENST00000533490	ENSG00000189167	1	0	0	0	1	0
ENST00000533494	ENSG00000104529	2.03473	5.07215	2.0342	0	0	0
ENST00000533495	ENSG00000167325	0.00001	3.09818	1.71061	0	1.67834	4.25453
ENST00000533496	ENSG00000255491	0	0	0	0	1	1
ENST00000533498	ENSG00000172809	124.38714	2552.78413	2379.71918	459.41503	3488.68745	2627.66496
ENST00000533499	ENSG00000162231	0	0	0	0	0	2.05523
ENST00000533501	ENSG00000172425	0	0	3	0	0.16667	0
ENST00000533502	ENSG00000255517	0	0	1	3.00402	1	2
ENST00000533504	ENSG00000255129	1	2	0	9	26	17
ENST00000533506	ENSG00000214900	0	0	0	7.75821	0	2.09091
ENST00000533507	ENSG00000213619	285.64876	251.26753	9.10897	579.98968	613.9221	690.58275
ENST00000533511	ENSG00000070081	0	0	0	0	0	1.0004
ENST00000533512	ENSG00000148950	0	2.77962	0.9573	26.92873	47.42063	39.96795
ENST00000533515	ENSG00000149150	0	0	1	2	0	0
ENST00000533518	ENSG00000255439	2	1	4	10	14	5
ENST00000533519	ENSG00000172732	34.95825	0.00001	0	0.00001	0	0
ENST00000533521	ENSG00000167995	0	0	1	0	0.5	0
ENST00000533522	ENSG00000148057	0	0	5.3122	1.50866	1.87938	1.48032
ENST00000533523	ENSG00000254505	0	0	0	0	3.26518	2.12576
ENST00000533524	ENSG00000134802	0	0	0.00001	0	0	0
ENST00000533527	ENSG00000167646	0	0	0	548.1749	0	0.00001
ENST00000533528	ENSG00000246067	0	2	2.52237	4.20696	8.96532	4.69323
ENST00000533529	ENSG00000143379	0	1.76592	1.84073	0.33084	0	0
ENST00000533536	ENSG00000213920	0	0	11.06283	0.00001	8.5	8.61279
ENST00000533538	ENSG00000141279	1	0	0	0	0	0
ENST00000533540	ENSG00000109971	0	0	0	0	0	1.36444
ENST00000533544	ENSG00000175376	77.25104	85.64904	110.03306	72.71435	63.04812	64.42545
ENST00000533549	ENSG00000255339	0	0	0	1	0	0
ENST00000533552	ENSG00000255008	0	0.17423	0	0	0	0
ENST00000533553	ENSG00000122203	0	0	1	0	0	3
ENST00000533560	ENSG00000198945	10.80408	7.86239	10.81597	5.80203	4.37498	2.44792
ENST00000533563	ENSG00000225439	0	2.29274	0	19.27334	27	27.95848
ENST00000533567	ENSG00000133112	7.91033	6.77835	5.27948	4.07931	3.06362	1.0154
ENST00000533568	ENSG00000149269	0	0	0	0.30579	0	0
ENST00000533570	ENSG00000110274	148.34397	92.72508	150.06494	115.80195	138.17628	137.87893
ENST00000533571	ENSG00000109919	42.60077	54.65307	79.66018	106.02861	145.60997	107.95551
ENST00000533592	ENSG00000023191	2.00172	1	0	0	1	1
ENST00000533595	ENSG00000087365	55.00025	79.45672	96.46241	49.15831	82.91267	61.75361
ENST00000533596	ENSG00000172977	0	0	1.07137	0	0	0
ENST00000533597	ENSG00000075239	0	1.01437	0	0	0	0
ENST00000533598	ENSG00000166435	0	1	1.26219	2.47065	3.01689	4.82526
ENST00000533601	ENSG00000139998	2313.26257	1347.9391	1791.99025	157.51656	159.24148	131.89447
ENST00000533602	ENSG00000213593	16.65272	16.88194	19.89062	2.66508	0	2.61052
ENST00000533603	ENSG00000149257	0.00001	0	1.96238	27.24679	28.04904	27.41917
ENST00000533606	ENSG00000174672	0	0	0	0	0	16.72971
ENST00000533608	ENSG00000151348	82.23934	105.31903	94.96237	203.45815	213.63461	245.40168
ENST00000533610	ENSG00000075239	0	0	0	3.00331	0	0
ENST00000533612	ENSG00000172890	3	0	1	0	0	1
ENST00000533616	ENSG00000084234	5.92992	3.34867	3.37237	1.09556	4.47154	1.07195
ENST00000533622	ENSG00000196150	0	1.08098	1.10798	2.32215	1.13378	1.32479
ENST00000533626	ENSG00000175390	25.88468	27.57753	15.00212	6.50535	22.47607	9.31804
ENST00000533627	ENSG00000149582	0	0	0	0	1.67755	1.39182
ENST00000533628	ENSG00000165526	15.91442	0	3.86617	0	0	0
ENST00000533632	ENSG00000196655	1761.59382	2108.87578	2209.38462	3257.90405	3526.81305	3189.65412
ENST00000533635	ENSG00000179532	3.03471	0	0	0	2.5679	0
ENST00000533637	ENSG00000166900	9	9	17.11601	7.0259	6	6.08073
ENST00000533642	ENSG00000148950	47	63.81396	61	293.41828	436.56652	341
ENST00000533645	ENSG00000011405	0	0	1.91817	2.39335	0	0
ENST00000533649	ENSG00000179532	0	2	1	0	0	0
ENST00000533653	ENSG00000250903	0	0	3.66305	0	0	2.52927
ENST00000533654	ENSG00000143401	7.57666	2.00804	1.00134	13.00801	7.00756	8.01407
ENST00000533657	ENSG00000135387	293.06643	97.27841	97.4116	7.85624	136.13344	54.91188
ENST00000533662	ENSG00000185803	624.22128	709.07072	555.12764	397.15403	450.46237	315.38034
ENST00000533671	ENSG00000162231	0	0	0	0	1	0
ENST00000533675	ENSG00000110274	4.4568	2.09999	1.0313	2.74827	2.19541	4.34002
ENST00000533676	ENSG00000221968	19.9606	3.31515	0	53.60077	3.46703	26.86191
ENST00000533677	ENSG00000168092	10	1	4	1	1	3
ENST00000533680	ENSG00000205339	1	0	1	0	0	0
ENST00000533682	ENSG00000172409	202.93778	367.1095	368.84243	394.46329	526.65639	508.00685
ENST00000533683	ENSG00000141858	804	276	395	244.11765	278	212.71374
ENST00000533692	ENSG00000132109	0	1.08094	0	0	0	1.04244
ENST00000533694	ENSG00000172350	1	0	0	0	0	0
ENST00000533698	ENSG00000172922	0	1.25215	2.01964	0	0	0
ENST00000533699	ENSG00000162735	0	0	0	1.00841	0	0
ENST00000533701	ENSG00000234106	55	22	35	22	38	13
ENST00000533705	ENSG00000135018	86.12147	5.80584	4.18205	6.1861	0	6.35263
ENST00000533706	ENSG00000110274	5.73392	2.27705	0.00001	0.00001	2.37677	0.00001
ENST00000533708	ENSG00000246067	0	5.09967	0	0	11.57181	0
ENST00000533709	ENSG00000109943	0	0	0	0.8912	0.5	0
ENST00000533719	ENSG00000156709	4.19666	3.03853	3.11922	6.09302	0	0
ENST00000533723	ENSG00000166471	12.89735	34.48343	14.63126	31.9751	43.10663	38.99564
ENST00000533724	ENSG00000110172	0	1.15202	9.21268	3.50569	4.56297	1.14952
ENST00000533727	ENSG00000110497	41.70438	65.38611	38.22607	89.05449	24.96212	20.76124
ENST00000533728	ENSG00000110721	1.00841	0	2.00706	0	5.06813	0
ENST00000533729	ENSG00000213465	269.15739	347.02775	361.27883	189.94276	254.27239	202.47377
ENST00000533730	ENSG00000196954	0	4.02312	3.04536	2.01143	4.03351	2.00332
ENST00000533732	ENSG00000143537	0	0	1.98941	0	0	0
ENST00000533733	ENSG00000149311	8	0	11	0	4	1
ENST00000533735	ENSG00000290917	3	1	2.5	10	5.59377	10.8
ENST00000533737	ENSG00000184014	0	0	1.56545	0	2.40366	0.26948
ENST00000533739	ENSG00000110172	0	0	0	0	1.09511	0
ENST00000533742	ENSG00000110330	0	1	0	0	0	0
ENST00000533749	ENSG00000104529	0	1.00083	2.00138	0	1.0009	1.00091
ENST00000533751	ENSG00000154359	0	0	0	4.06885	0	1.02307
ENST00000533754	ENSG00000135373	1.50047	1.14345	0	1.21989	0	0
ENST00000533761	ENSG00000137500	0	0	0	0	0	1.00603
ENST00000533764	ENSG00000291317	20.24792	37.49541	23	8.16707	7.27385	14.53811
ENST00000533770	ENSG00000133812	2.69887	0	3.63246	0	1.34169	1.32217
ENST00000533772	ENSG00000110172	0	0	0	0	1.01002	0
ENST00000533773	ENSG00000070081	0	0	0	0	2.54411	1.29364
ENST00000533774	ENSG00000198168	0	0	0	0	1.05123	2.1407
ENST00000533777	ENSG00000103811	0	0	3.39586	0	0	0
ENST00000533781	ENSG00000151500	1	0	0	0	0	0
ENST00000533783	ENSG00000129170	0	0	0	79.83598	102.91813	85.25419
ENST00000533787	ENSG00000186166	6	1	0	0	0	2
ENST00000533790	ENSG00000118058	0.60385	0	1.15664	0	0	0.55837
ENST00000533793	ENSG00000255314	0	0	0	0	0	0.6
ENST00000533800	ENSG00000172893	6.02457	2.00314	2.11433	1	0	0
ENST00000533801	ENSG00000017260	6.28448	2.6305	12.31968	28.60291	20.16235	17.51478
ENST00000533804	ENSG00000254884	2	0	0	0	0	0
ENST00000533806	ENSG00000160948	97.91084	140.24637	130.02211	92.25418	97.40577	125.51616
ENST00000533807	ENSG00000254858	35.6431	25.95511	45.30868	9.34524	1.45291	25.22938
ENST00000533812	ENSG00000254842	0.5	0	0	4.40739	0	0
ENST00000533817	ENSG00000104522	0	0	1.01036	0	0	2.01396
ENST00000533820	ENSG00000014216	121.46874	138.0012	135.97165	71.09945	49.45687	38.43541
ENST00000533827	ENSG00000149823	0	0	1.0713	0	0	0
ENST00000533833	ENSG00000104529	12.93772	7.41915	20.94878	17.19051	10.82173	5.38188
ENST00000533839	ENSG00000110074	0	0	1.47914	0	1.35002	0
ENST00000533852	ENSG00000186523	0	3.89193	12.60158	4.25583	0	0
ENST00000533854	ENSG00000075429	0	0	0	0	3	0
ENST00000533858	ENSG00000150782	0	2.14484	0	0	2.29951	4.03349
ENST00000533860	ENSG00000084234	0	0	0	0	1.0008	0
ENST00000533861	ENSG00000185475	125.4791	138.1984	185.77882	253.32047	302.19867	247.67868
ENST00000533862	ENSG00000142186	0	0.00001	1.3125	0	0	0
ENST00000533863	ENSG00000149591	0	0	1	0	0.00001	3.01062
ENST00000533865	ENSG00000109861	1.2629	8.75392	10.94701	13.16793	33.22958	36.1263
ENST00000533871	ENSG00000080854	5	1	6	14	16	13
ENST00000533872	ENSG00000140988	5.36927	8.81527	10.73522	11.01193	16.74651	12.89251
ENST00000533873	ENSG00000078124	0	0	0	2	0	0
ENST00000533879	ENSG00000109846	0	0	0	0.16667	0	0
ENST00000533880	ENSG00000150687	6.97517	9.00611	6.42602	34.91042	17.466	37.18046
ENST00000533886	ENSG00000255478	0	0	0	0	2	0
ENST00000533892	ENSG00000137501	0	0	0	0	2.81019	1.03656
ENST00000533897	ENSG00000109861	0	0	0	2.50235	0.00001	0
ENST00000533898	ENSG00000049449	0.00003	0.00002	0.00003	0.00005	27.5654	0.00001
ENST00000533902	ENSG00000150687	39.44703	15.79516	24.77092	9.04927	27.31347	21.11148
ENST00000533903	ENSG00000236287	0	0	0	0	1	1
ENST00000533904	ENSG00000134940	1	0	3	3	1	3
ENST00000533909	ENSG00000014216	0	0	0	2.003	0	0
ENST00000533914	ENSG00000109854	105.3073	4.00025	0	27.96366	77.60628	0.00003
ENST00000533915	ENSG00000089505	17.13942	8.05602	0	5.09091	3.81818	13
ENST00000533917	ENSG00000166833	4.70618	4.20881	6.65772	1.0656	3.46545	1.07486
ENST00000533918	ENSG00000118096	1	0	0	0	0	0
ENST00000533919	ENSG00000167792	1.00151	2.00448	4.008	10.01128	5.00508	6.00656
ENST00000533920	ENSG00000247095	0.18751	0	0	0	0	0
ENST00000533922	ENSG00000204241	0	0	0	2.54955	4.81003	6
ENST00000533925	ENSG00000236287	0	0	1.01831	0	0	0
ENST00000533926	ENSG00000070081	0	0	0	1.00069	4.00612	2.0053
ENST00000533927	ENSG00000171163	3.4765	4.73763	2.52219	2.05724	2.21885	13.09227
ENST00000533928	ENSG00000077254	4	0	0	0	0	0
ENST00000533929	ENSG00000134575	0	0	1	0	1.00317	0
ENST00000533931	ENSG00000085733	0	0	0	0	0	1.00422
ENST00000533934	ENSG00000254781	0	2	0	0	0	0
ENST00000533935	ENSG00000230487	0	0	0	0	2.00941	1.02917
ENST00000533938	ENSG00000255142	13	3	5	23	10	0
ENST00000533940	ENSG00000175274	0	0	0	0	0.00001	0
ENST00000533941	ENSG00000250041	1.5	1	2	20	22	21
ENST00000533943	ENSG00000149792	0	0	0	1.00347	0	0
ENST00000533948	ENSG00000179526	3.04179	2.00831	1.00952	0	1.008	0
ENST00000533950	ENSG00000164465	0	0	0	0	0.33333	0
ENST00000533952	ENSG00000110492	0	0	0.80235	0	0	0
ENST00000533964	ENSG00000254879	2	2	0	0	0	0
ENST00000533969	ENSG00000110700	0	3.00021	0	4.00073	6.00028	3.00068
ENST00000533971	ENSG00000109846	0	0.00447	0	0	0	0
ENST00000533983	ENSG00000172379	0	0.37712	0	0	0	0
ENST00000533986	ENSG00000149196	25.45145	44.39199	50.63119	53.45242	78.6093	13.64863
ENST00000533988	ENSG00000158636	7.2906	19.2968	24	12.38315	16	19.44842
ENST00000533990	ENSG00000166435	0	0	0	1	0	0
ENST00000533991	ENSG00000137710	0	0	0	2.02154	0.00008	1.00361
ENST00000533992	ENSG00000255364	0	1	0	5	2	1
ENST00000533993	ENSG00000130270	2	0	1	0	0	0
ENST00000533997	ENSG00000126091	0	0	0	1	0	0
ENST00000533998	ENSG00000168522	0	0	0	0	1.95871	0
ENST00000534000	ENSG00000111907	259.14086	428.2466	586.21572	149.13013	165.62644	146.72841
ENST00000534010	ENSG00000204370	8	2.01194	0	1.00159	0	4.00442
ENST00000534011	ENSG00000110074	0	0	0	0	25.81242	0
ENST00000534019	ENSG00000143537	0	0	0	0	1	0
ENST00000534025	ENSG00000175348	304.53802	403.6016	397.76629	519.43597	600.73076	690.01758
ENST00000534028	ENSG00000162241	0	0	0	1.85518	0	0
ENST00000534029	ENSG00000151366	113.15294	110.12618	151.13811	98.13688	135.17923	108.10468
ENST00000534030	ENSG00000177700	0	0	0	1.0042	1.0042	0
ENST00000534032	ENSG00000172500	1.0782	1.02103	4.17212	4.10179	1.02356	2.05321
ENST00000534035	ENSG00000110455	1	2	0	1	0	0
